Id,SalePrice
1461,124730.85141994404
1462,162571.89160687456
1463,180667.85209077643
1464,192972.93225136213
1465,189540.96313091193
1466,170272.55696641706
1467,176730.0502528984
1468,166657.41749072648
1469,180454.57152396403
1470,122288.97785760093
1471,200349.31845486432
1472,95938.63717685384
1473,95037.2454356088
1474,148829.16254102578
1475,119481.72514611088
1476,360518.24943380116
1477,251277.1783436763
1478,283365.9314401436
1479,272564.7771915293
1480,528695.2126258907
1481,319904.1325509331
1482,207363.02756526053
1483,170470.36260004027
1484,165029.50849067234
1485,180326.21738776422
1486,191725.6708934041
1487,322830.3612797204
1488,236019.932739437
1489,200923.19493274856
1490,229533.0499230664
1491,189896.31912435603
1492,92236.22930366917
1493,177434.57810537715
1494,281803.50744608464
1495,272404.4859478761
1496,233950.61719680147
1497,173232.2627429486
1498,166922.51125597255
1499,162534.52533249848
1500,159569.28417782194
1501,179979.24498713188
1502,150735.62294986984
1503,287327.307122787
1504,239159.68954836894
1505,228436.0365797283
1506,178398.79341151268
1507,247083.47605620045
1508,194662.25197944616
1509,159215.589965411
1510,144391.78153943192
1511,150969.9165849695
1512,167803.13548586975
1513,143411.47361985676
1514,156340.59809802906
1515,184744.20493982837
1516,153033.06179697302
1517,161571.95778866397
1518,128403.2910920119
1519,220545.97962366845
1520,136471.26625612983
1521,134121.78130915549
1522,168293.12919159056
1523,116242.27097931334
1524,123878.06955236604
1525,123906.89422488783
1526,116057.47846692671
1527,106026.5556564387
1528,135919.48429038835
1529,152309.811422212
1530,173002.79854413573
1531,108264.35073470826
1532,94784.30356289435
1533,146192.37906836675
1534,121829.5990226364
1535,150334.67120004943
1536,114603.55478486333
1537,65318.92308910924
1538,159219.34835856958
1539,201582.0834384359
1540,95364.39158274465
1541,140028.65340686424
1542,138457.20464804213
1543,206437.90023713582
1544,86891.04002512299
1545,112306.77930344899
1546,133832.17503354343
1547,138298.01479564543
1548,134596.73000909708
1549,121080.76971328184
1550,134173.7765614495
1551,103027.54846903878
1552,138390.00517790654
1553,155409.10253193512
1554,119972.79885657973
1555,166447.44934376486
1556,91531.19778044545
1557,102020.28427218237
1558,95007.45233977502
1559,73516.76709202888
1560,130396.88749682732
1561,136773.9229053858
1562,131752.8404686777
1563,122980.13679890726
1564,158421.73145822005
1565,148642.67663640395
1566,234426.3675745832
1567,74507.96702045418
1568,231949.53533298234
1569,137702.57124302542
1570,139157.9248538784
1571,117860.11255868751
1572,143535.74580100333
1573,232937.35472724304
1574,122707.03365691299
1575,229710.34660936779
1576,246980.42782917738
1577,196185.60870345728
1578,141725.47080746194
1579,146345.43836022654
1580,185908.92106465856
1581,153247.36842668089
1582,126543.61848560507
1583,304023.5902743543
1584,224020.5363320896
1585,140215.0670160643
1586,64411.09477810858
1587,102018.78140033846
1588,151420.47016014645
1589,95712.94366065078
1590,135377.05940243875
1591,96353.19518909615
1592,117208.58222306233
1593,125640.88787266759
1594,123854.46518301203
1595,112078.3553780514
1596,229666.4350860909
1597,180652.57634171666
1598,203786.6891223827
1599,166130.62787705168
1600,162016.24428240187
1601,60882.86730656614
1602,114700.79114396822
1603,82306.03465715621
1604,259362.5180682004
1605,239423.63857683475
1606,158570.5555825711
1607,163427.67109503993
1608,213104.4925363541
1609,177441.34453342838
1610,153615.2873525332
1611,141873.67772847103
1612,169770.90607228357
1613,166002.38008081145
1614,126279.92487566243
1615,89666.3560651189
1616,76295.95092674471
1617,91406.32869234889
1618,128454.02668617101
1619,139134.08481680186
1620,161446.52715339788
1621,135451.35271316062
1622,138337.5144031096
1623,269499.7023704593
1624,209396.4198231427
1625,118996.43674805439
1626,160222.94650059709
1627,190244.72006596727
1628,273257.3734286589
1629,176288.95172618248
1630,360200.218349578
