Id,SalePrice
1461,127063.5613651585
1462,162164.7834330109
1463,179680.11391912375
1464,194268.94774945956
1465,192853.26058418048
1466,168167.2358071802
1467,178625.58291493764
1468,166139.68821052232
1469,185000.77175456102
1470,121734.69256696045
1471,198184.23930544892
1472,98280.25942376151
1473,96628.3054455608
1474,148215.81557249543
1475,119318.18622909344
1476,355841.99173856893
1477,251287.00810995806
1478,287555.9597454707
1479,272847.11927753454
1480,486924.45894798584
1481,323837.7333930784
1482,207375.28583421916
1483,173902.28480321143
1484,166565.6115062681
1485,183561.47773701203
1486,193994.7000005434
1487,319515.3230054787
1488,239786.40290210713
1489,198006.0186933072
1490,228547.79218479662
1491,192602.00798225772
1492,91306.19651851527
1493,184172.17014773862
1494,279113.9628631626
1495,274915.10951358906
1496,235493.8670439331
1497,176747.990107895
1498,167220.35858351382
1499,163718.09818605686
1500,160607.35099420568
1501,180643.37577525392
1502,149317.26767850536
1503,263561.4301027689
1504,238606.50917551355
1505,226102.3685562058
1506,179687.72386803408
1507,247712.58150014683
1508,198523.5819117672
1509,157592.5375317774
1510,147134.92045444532
1511,149679.70439215936
1512,172144.8913049333
1513,139891.2226944353
1514,159462.14646760988
1515,188049.6623422434
1516,156405.97007764239
1517,164191.4760138455
1518,130269.36668672336
1519,210318.1492216191
1520,133703.1032000748
1521,132475.78154047058
1522,172165.40701344813
1523,114644.90582171545
1524,124030.94236614047
1525,124108.08475614231
1526,119112.69926365571
1527,107010.96612993289
1528,136206.68258315598
1529,148678.20102636315
1530,178924.50311793078
1531,112484.31240604649
1532,96280.07416967332
1533,154350.9335109667
1534,120229.78992867516
1535,152530.15382819335
1536,114537.29409565487
1537,68971.20666610176
1538,167676.29253305012
1539,194661.18455738772
1540,98246.28640939847
1541,140059.68842292984
1542,137162.34370021225
1543,205003.03980983366
1544,85949.57458925396
1545,110787.83344851478
1546,131810.7164748675
1547,137833.08643098257
1548,133880.84885260795
1549,117200.40384773127
1550,132477.86580353894
1551,106671.71058356119
1552,138727.46115901382
1553,152391.40763294784
1554,119578.22949226813
1555,166798.50885505398
1556,88534.40323263449
1557,103097.58075214639
1558,95681.95731704998
1559,84264.41313728281
1560,133481.15167390404
1561,136651.42141179094
1562,130736.01634798147
1563,123948.51081112523
1564,158598.59704393402
1565,143764.94713292996
1566,237804.54952170522
1567,72662.47643601242
1568,233154.937760909
1569,141353.85207782453
1570,138469.97855508467
1571,113967.66260729251
1572,141011.6408661426
1573,231290.7281442204
1574,122270.86947943312
1575,223240.10801514421
1576,247940.30378226322
1577,186173.60526774163
1578,137683.06570964397
1579,145361.37941088955
1580,191095.94733899063
1581,154683.29051512116
1582,127924.16421727413
1583,309009.067077391
1584,222415.46865796985
1585,140278.01642768088
1586,67552.97835114335
1587,103574.22628333942
1588,152396.26557752248
1589,101090.157254267
1590,135074.8941097953
1591,96816.96999281485
1592,120046.40580517742
1593,125923.53837055305
1594,119975.42452209356
1595,106667.40117957111
1596,213745.76234556953
1597,187058.15816624448
1598,205418.79039890462
1599,164709.67304994306
1600,162221.87387354195
1601,62455.06748292877
1602,119463.46797342316
1603,89825.63231623174
1604,261277.31569227815
1605,239464.03614725644
1606,142764.63329414683
1607,165976.75487490773
1608,213516.46377084285
1609,177780.42379444776
1610,149418.1203420937
1611,136563.3645933686
1612,169383.7989782843
1613,166587.43402929322
1614,129585.1335810174
1615,90941.88349584371
1616,76504.01209262125
1617,91476.56040613604
1618,127118.90075071433
1619,140999.35488210007
1620,154397.50669884335
1621,134821.65147575655
1622,138100.8857334156
1623,254193.16572336396
1624,209006.35785322898
1625,117903.45238048652
1626,161498.37444345918
1627,191826.80963508112
1628,276158.70975383837
1629,173750.4594681177
1630,362990.58016816695
