Id,SalePrice
1461,126470.93377689693
1462,162085.53136740698
1463,186767.03792403726
1464,192358.73181846394
1465,193684.02167986747
1466,171717.9812257819
1467,178068.39354840538
1468,170180.83252585598
1469,178706.00289247307
1470,126497.1471404748
1471,194081.14256028424
1472,97339.23757500768
1473,96622.80910377298
1474,147071.33803090733
1475,116188.88055953664
1476,374392.48829805164
1477,255054.6474078242
1478,287139.82765512867
1479,281257.0984190737
1480,538395.6043254571
1481,314181.0158016195
1482,205531.02025165307
1483,172610.5459990576
1484,164878.64669929643
1485,182177.699284364
1486,193866.28923292528
1487,333514.3183784909
1488,234837.32755256034
1489,205318.7011041128
1490,240642.83143463914
1491,193433.6346039145
1492,86419.00091688683
1493,191380.28886850394
1494,279791.0867941839
1495,270711.7269152725
1496,241399.52070847433
1497,176684.1255207146
1498,164551.31943295643
1499,159942.56989624762
1500,160869.0547495842
1501,179632.27709703468
1502,149696.7721986539
1503,282009.3665968022
1504,241151.99536926797
1505,226714.8034928981
1506,173763.0807135977
1507,250190.26547560064
1508,197724.74816785433
1509,160180.14802123068
1510,149239.0568711568
1511,151043.69874021754
1512,173672.8128705507
1513,138670.89531105556
1514,163998.77680104168
1515,181047.79479543748
1516,151213.64333861906
1517,163038.92799501983
1518,129217.75216297341
1519,217334.81932098462
1520,134557.0821098659
1521,133730.69848490466
1522,170558.10648377077
1523,115740.27658213256
1524,123913.52371996477
1525,123013.22309937714
1526,119345.02352171784
1527,107043.30091164898
1528,136132.77138332734
1529,152916.49438221773
1530,173364.6142742978
1531,111539.90011837138
1532,94439.0016830158
1533,145650.51934505382
1534,121586.87373017495
1535,152556.07319178068
1536,114416.62577937465
1537,70166.67572407157
1538,165417.90248634233
1539,194813.62413862604
1540,94426.62703661717
1541,139776.84022876012
1542,137144.4015310611
1543,206382.63282930243
1544,79734.15949999311
1545,108156.42417190483
1546,130492.47997229929
1547,137785.94848091668
1548,134805.73069216765
1549,120059.29681027966
1550,135678.45521623894
1551,104457.1144825759
1552,137018.20583555862
1553,157375.04473462678
1554,116611.64385651129
1555,169867.49202328594
1556,85417.1599114133
1557,98726.3053403859
1558,96164.02847723312
1559,83540.60873007007
1560,130747.3517252079
1561,135936.9162558008
1562,129737.9549035005
1563,123384.18858280609
1564,161531.522229715
