Id,SalePrice
1461,11.868462628794335
1462,12.011907500840458
1463,12.097537301567563
1464,12.14000049820208
1465,12.119622702427286
1466,12.05791668985755
1467,12.077996409472233
1468,12.042072128668242
1469,12.101193968069289
1470,11.853958983824983
1471,12.133165902601641
1472,11.711636991633295
1473,11.705030991939093
1474,11.961607272715048
1475,11.83072075727275
1476,12.504159534856619
1477,12.287370343499582
1478,12.370725409011042
1479,12.341152987516763
1480,13.976710342731096
1481,12.44935757643277
1482,12.17162011246763
1483,12.0657280290232
1484,12.027329468047123
1485,12.094372610620784
1486,12.13174149389098
1487,12.447961795465098
1488,12.249922538517374
1489,12.147724945702413
1490,12.238560891695345
1491,12.123973201639027
1492,11.662730066731887
1493,12.088017955482481
1494,12.355932634539576
1495,12.34569936705988
1496,12.260460841640052
1497,12.076945088503999
1498,12.04001582049126
1499,12.015123099004455
1500,12.00454849942823
1501,12.081963392945438
1502,11.967126665952142
1503,12.35069406714889
1504,12.259062671733378
1505,12.228296730165702
1506,12.091515079860587
1507,12.2725225274596
1508,12.140974197585845
1509,12.006818247316215
1510,11.950899602611017
1511,11.9818127907009
1512,12.056125730571267
1513,11.945578380139388
1514,11.98932336813785
1515,12.10691276076554
1516,11.985979363184311
1517,12.02257199374216
1518,11.875316303277623
1519,12.194484532242084
1520,11.908371380718764
1521,11.900859485031143
1522,12.05545284795984
1523,11.807083493528573
1524,11.85554098765301
1525,11.863068088388442
1526,11.809901285490646
1527,11.75869671408312
1528,11.919991895168796
1529,11.970484513276304
1530,12.070351892645531
1531,11.768596682314595
1532,11.693469557860679
1533,11.982171094917213
1534,11.844150199526808
1535,11.968964484279251
1536,11.796388489744027
1537,11.492659580020105
1538,12.007737750638796
1539,12.148398196455897
1540,11.683214983649206
1541,11.93348332353884
1542,11.927230025114836
1543,12.17309066579117
1544,11.624059249531845
1545,11.778042075093621
1546,11.900207401656242
1547,11.927785864608644
1548,11.902438970954119
1549,11.830486938645816
1550,11.901246813529728
1551,11.754094978339893
1552,11.921985898419996
1553,11.983157758503644
1554,11.832519553110359
1555,12.03687890941502
1556,11.649495725216113
1557,11.743005976274718
1558,11.707101678502854
1559,11.599008636716409
1560,11.878186550838812
1561,11.904918594876584
1562,11.886054659077525
1563,11.850233148235176
1564,12.011340582883768
1565,11.952881069322714
1566,12.260761762006688
1567,11.53765123165313
1568,12.240561167819088
1569,11.925901329140427
1570,11.926868717244734
1571,11.825501653155735
1572,11.946299270255096
1573,12.245946385480535
1574,11.834005604154102
1575,12.224877598854109
1576,12.271709169871341
1577,12.120865977655026
1578,11.923204918505737
1579,11.95790062270743
1580,12.116800158451515
1581,11.98916875013569
1582,11.872412906544838
1583,12.416234130490354
1584,12.221680503056367
1585,11.936467402892559
1586,11.51094893472936
1587,11.74266097756925
1588,11.982772627274809
1589,11.707994057242702
1590,11.906045856593455
1591,11.713697634398525
1592,11.818372699298372
1593,11.87097327648628
1594,11.856488411658749
1595,11.775454069198876
1596,12.223707525545146
1597,12.100515341484703
